--- SIMPLEX EMULATOR MEMORY DUMP ---
Address    Hex Value  (Decimal)
[040B]    00000000   (0)
[040C]    00000000   (0)
[040D]    00000000   (0)
[040E]    00000000   (0)
[040F]    00000000   (0)
[0410]    00000000   (0)
[0411]    00000000   (0)
[0412]    00000000   (0)
[0413]    00000000   (0)
[0414]    00000000   (0)
[0415]    00000000   (0)
[0416]    00000000   (0)
[0417]    00000000   (0)
[0418]    00000000   (0)
[0419]    00000000   (0)
[041A]    00000000   (0)
[041B]    00000000   (0)
[041C]    00000000   (0)
[041D]    00000000   (0)
[041E]    00000000   (0)
[041F]    00000000   (0)
[0420]    00000000   (0)
[0421]    00000000   (0)
[0422]    00000000   (0)
[0423]    00000000   (0)
[0424]    00000000   (0)
[0425]    00000000   (0)
[0426]    00000000   (0)
[0427]    00000000   (0)
[0428]    00000000   (0)
[0429]    00000000   (0)
[042A]    00000000   (0)
[042B]    00000000   (0)
[042C]    00000000   (0)
[042D]    00000000   (0)
[042E]    00000000   (0)
[042F]    00000000   (0)
[0430]    00000000   (0)
[0431]    00000000   (0)
[0432]    00000000   (0)
[0433]    00000000   (0)
[0434]    00000000   (0)
[0435]    00000000   (0)
[0436]    00000000   (0)
[0437]    00000000   (0)
[0438]    00000000   (0)
[0439]    00000000   (0)
[043A]    00000000   (0)
[043B]    00000000   (0)
[043C]    00000000   (0)
[043D]    00000000   (0)
[043E]    00000000   (0)
[043F]    00000000   (0)
[0440]    00000000   (0)
[0441]    00000000   (0)
[0442]    00000000   (0)
[0443]    00000000   (0)
[0444]    00000000   (0)
[0445]    00000000   (0)
[0446]    00000000   (0)
[0447]    00000000   (0)
[0448]    00000000   (0)
[0449]    00000000   (0)
[044A]    00000000   (0)
[044B]    00000000   (0)
[044C]    00000000   (0)
[044D]    00000000   (0)
[044E]    00000000   (0)
[044F]    00000000   (0)
[0450]    00000000   (0)
[0451]    00000000   (0)
[0452]    00000000   (0)
[0453]    00000000   (0)
[0454]    00000000   (0)
[0455]    00000000   (0)
[0456]    00000000   (0)
[0457]    00000000   (0)
[0458]    00000000   (0)
[0459]    00000000   (0)
[045A]    00000000   (0)
[045B]    00000000   (0)
[045C]    00000000   (0)
[045D]    00000000   (0)
[045E]    00000000   (0)
[045F]    00000000   (0)
[0460]    00000000   (0)
[0461]    00000000   (0)
[0462]    00000000   (0)
[0463]    00000000   (0)
[0464]    00000000   (0)
[0465]    00000000   (0)
[0466]    00000000   (0)
[0467]    00000000   (0)
[0468]    00000000   (0)
[0469]    00000000   (0)
[046A]    00000000   (0)
[046B]    00000000   (0)
[046C]    00000000   (0)
[046D]    00000000   (0)
[046E]    00000000   (0)
[046F]    00000000   (0)
[0470]    00000000   (0)
[0471]    00000000   (0)
[0472]    00000000   (0)
[0473]    00000000   (0)
[0474]    00000000   (0)
[0475]    00000000   (0)
[0476]    00000000   (0)
[0477]    00000000   (0)
[0478]    00000000   (0)
[0479]    00000000   (0)
[047A]    00000000   (0)
[047B]    00000000   (0)
[047C]    00000000   (0)
[047D]    00000000   (0)
[047E]    00000000   (0)
[047F]    00000000   (0)
[0480]    00000000   (0)
[0481]    00000000   (0)
[0482]    00000000   (0)
[0483]    00000000   (0)
[0484]    00000000   (0)
[0485]    00000000   (0)
[0486]    00000000   (0)
[0487]    00000000   (0)
[0488]    00000000   (0)
[0489]    00000000   (0)
[048A]    00000000   (0)
[048B]    00000000   (0)
[048C]    00000000   (0)
[048D]    00000000   (0)
[048E]    00000000   (0)
[048F]    00000000   (0)
[0490]    00000000   (0)
[0491]    00000000   (0)
[0492]    00000000   (0)
[0493]    00000000   (0)
[0494]    00000000   (0)
[0495]    00000000   (0)
[0496]    00000000   (0)
[0497]    00000000   (0)
[0498]    00000000   (0)
[0499]    00000000   (0)
[049A]    00000000   (0)
[049B]    00000000   (0)
[049C]    00000000   (0)
[049D]    00000000   (0)
[049E]    00000000   (0)
[049F]    00000000   (0)
[04A0]    00000000   (0)
[04A1]    00000000   (0)
[04A2]    00000000   (0)
[04A3]    00000000   (0)
[04A4]    00000000   (0)
[04A5]    00000000   (0)
[04A6]    00000000   (0)
[04A7]    00000000   (0)
[04A8]    00000000   (0)
[04A9]    00000000   (0)
[04AA]    00000000   (0)
[04AB]    00000000   (0)
[04AC]    00000000   (0)
[04AD]    00000000   (0)
[04AE]    00000000   (0)
[04AF]    00000000   (0)
[04B0]    00000000   (0)
[04B1]    00000000   (0)
[04B2]    00000000   (0)
[04B3]    00000000   (0)
[04B4]    00000000   (0)
[04B5]    00000000   (0)
[04B6]    00000000   (0)
[04B7]    00000000   (0)
[04B8]    00000000   (0)
[04B9]    00000000   (0)
[04BA]    00000000   (0)
[04BB]    00000000   (0)
[04BC]    00000000   (0)
[04BD]    00000000   (0)
[04BE]    00000000   (0)
[04BF]    00000000   (0)
[04C0]    00000000   (0)
[04C1]    00000000   (0)
[04C2]    00000000   (0)
[04C3]    00000000   (0)
[04C4]    00000000   (0)
[04C5]    00000000   (0)
[04C6]    00000000   (0)
[04C7]    00000000   (0)
[04C8]    00000000   (0)
[04C9]    00000000   (0)
[04CA]    00000000   (0)
[04CB]    00000000   (0)
[04CC]    00000000   (0)
[04CD]    00000000   (0)
[04CE]    00000000   (0)
[04CF]    00000000   (0)
[04D0]    00000000   (0)
[04D1]    00000000   (0)
[04D2]    00000000   (0)
[04D3]    00000000   (0)
[04D4]    00000000   (0)
[04D5]    00000000   (0)
[04D6]    00000000   (0)
[04D7]    00000000   (0)
[04D8]    00000000   (0)
[04D9]    00000000   (0)
[04DA]    00000000   (0)
[04DB]    00000000   (0)
[04DC]    00000000   (0)
[04DD]    00000000   (0)
[04DE]    00000000   (0)
[04DF]    00000000   (0)
[04E0]    00000000   (0)
[04E1]    00000000   (0)
[04E2]    00000000   (0)
[04E3]    00000000   (0)
[04E4]    00000000   (0)
[04E5]    00000000   (0)
[04E6]    00000000   (0)
[04E7]    00000000   (0)
[04E8]    00000000   (0)
[04E9]    00000000   (0)
[04EA]    00000000   (0)
[04EB]    00000000   (0)
[04EC]    00000000   (0)
[04ED]    00000000   (0)
[04EE]    00000000   (0)
[04EF]    00000000   (0)
[04F0]    00000000   (0)
[04F1]    00000000   (0)
[04F2]    00000000   (0)
[04F3]    00000000   (0)
[04F4]    00000000   (0)
[04F5]    00000000   (0)
[04F6]    00000000   (0)
[04F7]    00000000   (0)
[04F8]    00000000   (0)
[04F9]    00000000   (0)
[04FA]    00000000   (0)
[04FB]    00000000   (0)
[04FC]    00000000   (0)
[04FD]    00000000   (0)
[04FE]    00000000   (0)
[04FF]    00000000   (0)
[0500]    00000000   (0)
[0501]    00000000   (0)
[0502]    00000000   (0)
[0503]    00000000   (0)
[0504]    00000000   (0)
[0505]    00000000   (0)
[0506]    00000000   (0)
[0507]    00000000   (0)
[0508]    00000000   (0)
[0509]    00000000   (0)
[050A]    00000000   (0)
[050B]    00000000   (0)
[050C]    00000000   (0)
[050D]    00000000   (0)
[050E]    00000000   (0)
[050F]    00000000   (0)
[0510]    00000000   (0)
[0511]    00000000   (0)
[0512]    00000000   (0)
[0513]    00000000   (0)
[0514]    00000000   (0)
[0515]    00000000   (0)
[0516]    00000000   (0)
[0517]    00000000   (0)
[0518]    00000000   (0)
[0519]    00000000   (0)
[051A]    00000000   (0)
[051B]    00000000   (0)
[051C]    00000000   (0)
[051D]    00000000   (0)
[051E]    00000000   (0)
[051F]    00000000   (0)
[0520]    00000000   (0)
[0521]    00000000   (0)
[0522]    00000000   (0)
[0523]    00000000   (0)
[0524]    00000000   (0)
[0525]    00000000   (0)
[0526]    00000000   (0)
[0527]    00000000   (0)
[0528]    00000000   (0)
[0529]    00000000   (0)
[052A]    00000000   (0)
[052B]    00000000   (0)
[052C]    00000000   (0)
[052D]    00000000   (0)
[052E]    00000000   (0)
[052F]    00000000   (0)
[0530]    00000000   (0)
[0531]    00000000   (0)
[0532]    00000000   (0)
[0533]    00000000   (0)
[0534]    00000000   (0)
[0535]    00000000   (0)
[0536]    00000000   (0)
[0537]    00000000   (0)
[0538]    00000000   (0)
[0539]    00000000   (0)
[053A]    00000000   (0)
[053B]    00000000   (0)
[053C]    00000000   (0)
[053D]    00000000   (0)
[053E]    00000000   (0)
[053F]    00000000   (0)
[0540]    00000000   (0)
[0541]    00000000   (0)
[0542]    00000000   (0)
[0543]    00000000   (0)
[0544]    00000000   (0)
[0545]    00000000   (0)
[0546]    00000000   (0)
[0547]    00000000   (0)
[0548]    00000000   (0)
[0549]    00000000   (0)
[054A]    00000000   (0)
[054B]    00000000   (0)
[054C]    00000000   (0)
[054D]    00000000   (0)
[054E]    00000000   (0)
[054F]    00000000   (0)
[0550]    00000000   (0)
[0551]    00000000   (0)
[0552]    00000000   (0)
[0553]    00000000   (0)
[0554]    00000000   (0)
[0555]    00000000   (0)
[0556]    00000000   (0)
[0557]    00000000   (0)
[0558]    00000000   (0)
[0559]    00000000   (0)
[055A]    00000000   (0)
[055B]    00000000   (0)
[055C]    00000000   (0)
[055D]    00000000   (0)
[055E]    00000000   (0)
[055F]    00000000   (0)
[0560]    00000000   (0)
[0561]    00000000   (0)
[0562]    00000000   (0)
[0563]    00000000   (0)
[0564]    00000000   (0)
[0565]    00000000   (0)
[0566]    00000000   (0)
[0567]    00000000   (0)
[0568]    00000000   (0)
[0569]    00000000   (0)
[056A]    00000000   (0)
[056B]    00000000   (0)
[056C]    00000000   (0)
[056D]    00000000   (0)
[056E]    00000000   (0)
[056F]    00000000   (0)
[0570]    00000000   (0)
[0571]    00000000   (0)
[0572]    00000000   (0)
[0573]    00000000   (0)
[0574]    00000000   (0)
[0575]    00000000   (0)
[0576]    00000000   (0)
[0577]    00000000   (0)
[0578]    00000000   (0)
[0579]    00000000   (0)
[057A]    00000000   (0)
[057B]    00000000   (0)
[057C]    00000000   (0)
[057D]    00000000   (0)
[057E]    00000000   (0)
[057F]    00000000   (0)
[0580]    00000000   (0)
[0581]    00000000   (0)
[0582]    00000000   (0)
[0583]    00000000   (0)
[0584]    00000000   (0)
[0585]    00000000   (0)
[0586]    00000000   (0)
[0587]    00000000   (0)
[0588]    00000000   (0)
[0589]    00000000   (0)
[058A]    00000000   (0)
[058B]    00000000   (0)
[058C]    00000000   (0)
[058D]    00000000   (0)
[058E]    00000000   (0)
[058F]    00000000   (0)
[0590]    00000000   (0)
[0591]    00000000   (0)
[0592]    00000000   (0)
[0593]    00000000   (0)
[0594]    00000000   (0)
[0595]    00000000   (0)
[0596]    00000000   (0)
[0597]    00000000   (0)
[0598]    00000000   (0)
[0599]    00000000   (0)
[059A]    00000000   (0)
[059B]    00000000   (0)
[059C]    00000000   (0)
[059D]    00000000   (0)
[059E]    00000000   (0)
[059F]    00000000   (0)
[05A0]    00000000   (0)
[05A1]    00000000   (0)
[05A2]    00000000   (0)
[05A3]    00000000   (0)
[05A4]    00000000   (0)
[05A5]    00000000   (0)
[05A6]    00000000   (0)
[05A7]    00000000   (0)
[05A8]    00000000   (0)
[05A9]    00000000   (0)
[05AA]    00000000   (0)
[05AB]    00000000   (0)
[05AC]    00000000   (0)
[05AD]    00000000   (0)
[05AE]    00000000   (0)
[05AF]    00000000   (0)
[05B0]    00000000   (0)
[05B1]    00000000   (0)
[05B2]    00000000   (0)
[05B3]    00000000   (0)
[05B4]    00000000   (0)
[05B5]    00000000   (0)
[05B6]    00000000   (0)
[05B7]    00000000   (0)
[05B8]    00000000   (0)
[05B9]    00000000   (0)
[05BA]    00000000   (0)
[05BB]    00000000   (0)
[05BC]    00000000   (0)
[05BD]    00000000   (0)
[05BE]    00000000   (0)
[05BF]    00000000   (0)
[05C0]    00000000   (0)
[05C1]    00000000   (0)
[05C2]    00000000   (0)
[05C3]    00000000   (0)
[05C4]    00000000   (0)
[05C5]    00000000   (0)
[05C6]    00000000   (0)
[05C7]    00000000   (0)
[05C8]    00000000   (0)
[05C9]    00000000   (0)
[05CA]    00000000   (0)
[05CB]    00000000   (0)
[05CC]    00000000   (0)
[05CD]    00000000   (0)
[05CE]    00000000   (0)
[05CF]    00000000   (0)
[05D0]    00000000   (0)
[05D1]    00000000   (0)
[05D2]    00000000   (0)
[05D3]    00000000   (0)
[05D4]    00000000   (0)
[05D5]    00000000   (0)
[05D6]    00000000   (0)
[05D7]    00000000   (0)
[05D8]    00000000   (0)
[05D9]    00000000   (0)
[05DA]    00000000   (0)
[05DB]    00000000   (0)
[05DC]    00000000   (0)
[05DD]    00000000   (0)
[05DE]    00000000   (0)
[05DF]    00000000   (0)
[05E0]    00000000   (0)
[05E1]    00000000   (0)
[05E2]    00000000   (0)
[05E3]    00000000   (0)
[05E4]    00000000   (0)
[05E5]    00000000   (0)
[05E6]    00000000   (0)
[05E7]    00000000   (0)
[05E8]    00000000   (0)
[05E9]    00000000   (0)
[05EA]    00000000   (0)
[05EB]    00000000   (0)
[05EC]    00000000   (0)
[05ED]    00000000   (0)
[05EE]    00000000   (0)
[05EF]    00000000   (0)
[05F0]    00000000   (0)
[05F1]    00000000   (0)
[05F2]    00000000   (0)
[05F3]    00000000   (0)
[05F4]    00000000   (0)
[05F5]    00000000   (0)
[05F6]    00000000   (0)
[05F7]    00000000   (0)
[05F8]    00000000   (0)
[05F9]    00000000   (0)
[05FA]    00000000   (0)
[05FB]    00000000   (0)
[05FC]    00000000   (0)
[05FD]    00000000   (0)
[05FE]    00000000   (0)
[05FF]    00000000   (0)
[0600]    00000000   (0)
[0601]    00000000   (0)
[0602]    00000000   (0)
[0603]    00000000   (0)
[0604]    00000000   (0)
[0605]    00000000   (0)
[0606]    00000000   (0)
[0607]    00000000   (0)
[0608]    00000000   (0)
[0609]    00000000   (0)
[060A]    00000000   (0)
[060B]    00000000   (0)
[060C]    00000000   (0)
[060D]    00000000   (0)
[060E]    00000000   (0)
[060F]    00000000   (0)
[0610]    00000000   (0)
[0611]    00000000   (0)
[0612]    00000000   (0)
[0613]    00000000   (0)
[0614]    00000000   (0)
[0615]    00000000   (0)
[0616]    00000000   (0)
[0617]    00000000   (0)
[0618]    00000000   (0)
[0619]    00000000   (0)
[061A]    00000000   (0)
[061B]    00000000   (0)
[061C]    00000000   (0)
[061D]    00000000   (0)
[061E]    00000000   (0)
[061F]    00000000   (0)
[0620]    00000000   (0)
[0621]    00000000   (0)
[0622]    00000000   (0)
[0623]    00000000   (0)
[0624]    00000000   (0)
[0625]    00000000   (0)
[0626]    00000000   (0)
[0627]    00000000   (0)
[0628]    00000000   (0)
[0629]    00000000   (0)
[062A]    00000000   (0)
[062B]    00000000   (0)
[062C]    00000000   (0)
[062D]    00000000   (0)
[062E]    00000000   (0)
[062F]    00000000   (0)
[0630]    00000000   (0)
[0631]    00000000   (0)
[0632]    00000000   (0)
[0633]    00000000   (0)
[0634]    00000000   (0)
[0635]    00000000   (0)
[0636]    00000000   (0)
[0637]    00000000   (0)
[0638]    00000000   (0)
[0639]    00000000   (0)
[063A]    00000000   (0)
[063B]    00000000   (0)
[063C]    00000000   (0)
[063D]    00000000   (0)
[063E]    00000000   (0)
[063F]    00000000   (0)
[0640]    00000000   (0)
[0641]    00000000   (0)
[0642]    00000000   (0)
[0643]    00000000   (0)
[0644]    00000000   (0)
[0645]    00000000   (0)
[0646]    00000000   (0)
[0647]    00000000   (0)
[0648]    00000000   (0)
[0649]    00000000   (0)
[064A]    00000000   (0)
[064B]    00000000   (0)
[064C]    00000000   (0)
[064D]    00000000   (0)
[064E]    00000000   (0)
[064F]    00000000   (0)
[0650]    00000000   (0)
[0651]    00000000   (0)
[0652]    00000000   (0)
[0653]    00000000   (0)
[0654]    00000000   (0)
[0655]    00000000   (0)
[0656]    00000000   (0)
[0657]    00000000   (0)
[0658]    00000000   (0)
[0659]    00000000   (0)
[065A]    00000000   (0)
[065B]    00000000   (0)
[065C]    00000000   (0)
[065D]    00000000   (0)
[065E]    00000000   (0)
[065F]    00000000   (0)
[0660]    00000000   (0)
[0661]    00000000   (0)
[0662]    00000000   (0)
[0663]    00000000   (0)
[0664]    00000000   (0)
[0665]    00000000   (0)
[0666]    00000000   (0)
[0667]    00000000   (0)
[0668]    00000000   (0)
[0669]    00000000   (0)
[066A]    00000000   (0)
[066B]    00000000   (0)
[066C]    00000000   (0)
[066D]    00000000   (0)
[066E]    00000000   (0)
[066F]    00000000   (0)
[0670]    00000000   (0)
[0671]    00000000   (0)
[0672]    00000000   (0)
[0673]    00000000   (0)
[0674]    00000000   (0)
[0675]    00000000   (0)
[0676]    00000000   (0)
[0677]    00000000   (0)
[0678]    00000000   (0)
[0679]    00000000   (0)
[067A]    00000000   (0)
[067B]    00000000   (0)
[067C]    00000000   (0)
[067D]    00000000   (0)
[067E]    00000000   (0)
[067F]    00000000   (0)
[0680]    00000000   (0)
[0681]    00000000   (0)
[0682]    00000000   (0)
[0683]    00000000   (0)
[0684]    00000000   (0)
[0685]    00000000   (0)
[0686]    00000000   (0)
[0687]    00000000   (0)
[0688]    00000000   (0)
[0689]    00000000   (0)
[068A]    00000000   (0)
[068B]    00000000   (0)
[068C]    00000000   (0)
[068D]    00000000   (0)
[068E]    00000000   (0)
[068F]    00000000   (0)
[0690]    00000000   (0)
[0691]    00000000   (0)
[0692]    00000000   (0)
[0693]    00000000   (0)
[0694]    00000000   (0)
[0695]    00000000   (0)
[0696]    00000000   (0)
[0697]    00000000   (0)
[0698]    00000000   (0)
[0699]    00000000   (0)
[069A]    00000000   (0)
[069B]    00000000   (0)
[069C]    00000000   (0)
[069D]    00000000   (0)
[069E]    00000000   (0)
[069F]    00000000   (0)
[06A0]    00000000   (0)
[06A1]    00000000   (0)
[06A2]    00000000   (0)
[06A3]    00000000   (0)
[06A4]    00000000   (0)
[06A5]    00000000   (0)
[06A6]    00000000   (0)
[06A7]    00000000   (0)
[06A8]    00000000   (0)
[06A9]    00000000   (0)
[06AA]    00000000   (0)
[06AB]    00000000   (0)
[06AC]    00000000   (0)
[06AD]    00000000   (0)
[06AE]    00000000   (0)
[06AF]    00000000   (0)
[06B0]    00000000   (0)
[06B1]    00000000   (0)
[06B2]    00000000   (0)
[06B3]    00000000   (0)
[06B4]    00000000   (0)
[06B5]    00000000   (0)
[06B6]    00000000   (0)
[06B7]    00000000   (0)
[06B8]    00000000   (0)
[06B9]    00000000   (0)
[06BA]    00000000   (0)
[06BB]    00000000   (0)
[06BC]    00000000   (0)
[06BD]    00000000   (0)
[06BE]    00000000   (0)
[06BF]    00000000   (0)
[06C0]    00000000   (0)
[06C1]    00000000   (0)
[06C2]    00000000   (0)
[06C3]    00000000   (0)
[06C4]    00000000   (0)
[06C5]    00000000   (0)
[06C6]    00000000   (0)
[06C7]    00000000   (0)
[06C8]    00000000   (0)
[06C9]    00000000   (0)
[06CA]    00000000   (0)
[06CB]    00000000   (0)
[06CC]    00000000   (0)
[06CD]    00000000   (0)
[06CE]    00000000   (0)
[06CF]    00000000   (0)
[06D0]    00000000   (0)
[06D1]    00000000   (0)
[06D2]    00000000   (0)
[06D3]    00000000   (0)
[06D4]    00000000   (0)
[06D5]    00000000   (0)
[06D6]    00000000   (0)
[06D7]    00000000   (0)
[06D8]    00000000   (0)
[06D9]    00000000   (0)
[06DA]    00000000   (0)
[06DB]    00000000   (0)
[06DC]    00000000   (0)
[06DD]    00000000   (0)
[06DE]    00000000   (0)
[06DF]    00000000   (0)
[06E0]    00000000   (0)
[06E1]    00000000   (0)
[06E2]    00000000   (0)
[06E3]    00000000   (0)
[06E4]    00000000   (0)
[06E5]    00000000   (0)
[06E6]    00000000   (0)
[06E7]    00000000   (0)
[06E8]    00000000   (0)
[06E9]    00000000   (0)
[06EA]    00000000   (0)
[06EB]    00000000   (0)
[06EC]    00000000   (0)
[06ED]    00000000   (0)
[06EE]    00000000   (0)
[06EF]    00000000   (0)
[06F0]    00000000   (0)
[06F1]    00000000   (0)
[06F2]    00000000   (0)
[06F3]    00000000   (0)
[06F4]    00000000   (0)
[06F5]    00000000   (0)
[06F6]    00000000   (0)
[06F7]    00000000   (0)
[06F8]    00000000   (0)
[06F9]    00000000   (0)
[06FA]    00000000   (0)
[06FB]    00000000   (0)
[06FC]    00000000   (0)
[06FD]    00000000   (0)
[06FE]    00000000   (0)
[06FF]    00000000   (0)
